ID,Language_ID,Parameter_ID,Value,Source,Comment
2198,guan1266,GB409_10,1,"Lai, 2017, p. 188",
2199,guan1266,GB409_11,1,"Lai, 2017",Non-indicative moods (imperative/optative) are documented with ergative marking in Lai (2017); no mood-based split found.
2200,guan1266,GB409_12,1,"Lai, 2017, p. 188",
2201,guan1266,GB409_13,1,"Lai, 2017",Ergative alignment is attested in irrealis contexts in Lai (2017); no realis/irrealis split documented.
2202,guan1266,GB409_14,1,"Lai, 2017, p. 188",
2203,guan1266,GB409_15,?,,
2204,guan1266,GB409_16,1,"Lai, 2017, p. 188",
2205,guan1266,GB409_17,1,"Lai, 2017",No topicality-based split documented in Lai (2017); ergative applies to non-topical A as expected in a consistent ergative system.
2206,guan1266,GB409_18,1,"Lai, 2017, p. 188",
2207,guan1266,GB409_19,1,"Lai, 2017",No animacy-based split documented in Lai (2017); ergative marking attested with inanimate agents.
2208,guan1266,GB409_20,1,"Lai, 2017",Ergative alignment is consistently documented in main clauses throughout Lai (2017).
2209,guan1266,GB409_21,1,"Lai, 2017",Ergative marking is documented in subordinate/non-main clauses in Lai (2017).
2210,guan1266,GB409_22,1,"Lai, 2017","The agent-prominence/voice system of Wobzi Khroskyabs constitutes an additional conditioning factor beyond basic transitive A marking, documented in Lai (2017)."
2211,guan1266,GB409_23,0,"Lai, 2017, p. 641, 645",
2212,guan1266,GB409_24,1,"Lai, 2017, p. 627",
2213,gugu1255,GB409_1,0,"Haviland, 1979, p. 46",
2214,gugu1255,GB409_2,?,,
2215,gugu1255,GB409_3,1,"Haviland, 1979, p. 156",
2216,gugu1255,GB409_4,1,"Haviland, 1979, p. 130",
2217,gugu1255,GB409_5,1,"Haviland, 1979, p. 130",
2218,gugu1255,GB409_6,1,"Haviland, 1979, p. 130",
2219,gugu1255,GB409_7,1,"Haviland, 1979, p. 163",
2220,gugu1255,GB409_8,1,"Haviland, 1979, p. 163",
2221,gugu1255,GB409_9,?,,
2222,gugu1255,GB409_10,1,"Haviland, 1979, p. 163",
2223,gugu1255,GB409_11,1,"Haviland, 1979, p. 130",
2224,gugu1255,GB409_12,1,"Haviland, 1979, p. 163",
2225,gugu1255,GB409_13,?,,
2226,gugu1255,GB409_14,1,"Haviland, 1979, p. 163",
2227,gugu1255,GB409_15,?,,
2228,gugu1255,GB409_16,1,"Haviland, 1979, p. 163",
2229,gugu1255,GB409_17,?,,
2230,gugu1255,GB409_18,1,"Haviland, 1979, p. 49",
2231,gugu1255,GB409_19,1,"Haviland, 1979, p. 150",
2232,gugu1255,GB409_20,1,"Haviland, 1979, p. 163",
2233,gugu1255,GB409_21,?,,
2234,gugu1255,GB409_22,?,,
2235,gugu1255,GB409_23,0,"Haviland, 1979, p. 158",gen no se marca
2236,gugu1255,GB409_24,1,"Haviland, 1979, p. 48, 69","""Ergative and instrumental have identical case forms but ergative always marks a noun in A function; instrumental inflection can, by contrast, mark constituents of clauses which cannot have A nouns: intransitive, and reflexive clauses in particular""."
2237,guiq1238,GB409_1,1,"Li, 2014, 219","""In the transitive sentences comprising of the absolutive circumstantial potential marker -lu jɐn"""
2238,guiq1238,GB409_2,1,"Li, 2014, 315",
2239,guiq1238,GB409_3,1,"Li, 2014, 256",
2240,guiq1238,GB409_4,1,"Li, 2014, 342",
2241,guiq1238,GB409_5,1,"Li, 2014, 342",
2242,guiq1238,GB409_6,1,"Li, 2014, 256",
2243,guiq1238,GB409_7,1,"Li, 2014, 298",
2244,guiq1238,GB409_8,1,"Li, 2014, 342",
2245,guiq1238,GB409_9,?,,
2246,guiq1238,GB409_10,1,"Li, 2014, 342",
2247,guiq1238,GB409_11,1,"Li, 2014, 256",
2248,guiq1238,GB409_12,1,"Li, 2014, 342",
2249,guiq1238,GB409_13,1,"Li, 2014, 256",
2250,guiq1238,GB409_14,1,"Li, 2014, 342",
2251,guiq1238,GB409_15,?,,
2252,guiq1238,GB409_16,1,"Li, 2014, 342",
2253,guiq1238,GB409_17,1,"Li, 2014, 345",indexación al adjetivo
2254,guiq1238,GB409_18,1,"Li, 2014, 342",
2255,guiq1238,GB409_19,?,,
2256,guiq1238,GB409_20,1,"Li, 2014, 342",
2257,guiq1238,GB409_21,?,,
2258,guiq1238,GB409_22,?,,
2259,guiq1238,GB409_23,0,"Li, 2014, 71",
2260,guiq1238,GB409_24,1,"Li, 2014, 342",
2261,guny1241,GB409_1,1,"Breen, 1981, p. 301","""A possible absolutive suffix -na has been heard on wandu 'who' in both dialects. It is optional""."
2262,guny1241,GB409_2,1,"Breen, 1981, p. 342",
2263,guny1241,GB409_3,1,"Breen, 1981, p. 318",
2264,guny1241,GB409_4,1,"Breen, 1981, p. 344",
2265,guny1241,GB409_5,1,"Breen, 1981, p. 301",
2266,guny1241,GB409_6,?,,
2267,guny1241,GB409_7,1,"Breen, 1981, p. 342",
2268,guny1241,GB409_8,1,"Breen, 1981, p. 335",
2269,guny1241,GB409_9,?,,
2270,guny1241,GB409_10,1,"Breen, 1981, p. 342",
2271,guny1241,GB409_11,?,,
2272,guny1241,GB409_12,1,"Breen, 1981, p. 342",
2273,guny1241,GB409_13,?,,
2274,guny1241,GB409_14,?,,
2275,guny1241,GB409_15,1,"Breen, 1981, p. 342",
2276,guny1241,GB409_16,?,,
2277,guny1241,GB409_17,1,"Breen, 1981, p. 342",
2278,guny1241,GB409_18,1,"Breen, 1981, p. 342",
2279,guny1241,GB409_19,?,,
2280,guny1241,GB409_20,1,"Breen, 1981, p. 342",
2281,guny1241,GB409_21,?,,
2282,guny1241,GB409_22,0,"Breen, 1981, p. 307",
2283,guny1241,GB409_23,0,"Breen, 1981, p. 388",
2284,guny1241,GB409_24,1,"Breen, 1981, p. 345",
2285,gure1255,GB409_1,1,Brasch 1975: 15,Overt absolutive form documented in the case inflections table (p.90).
2286,gure1255,GB409_2,1,Brasch 1975: 147,ERG applies to all persons; pronoun table (p.147) explicitly marks pronouns under the ERG column.
2287,gure1255,GB409_3,1,Brasch 1975: 147,ERG applies to 2nd person pronouns per paradigm table (p.147).
2288,gure1255,GB409_4,1,Brasch 1975: 147,ERG applies to 3rd person pronouns per paradigm table (p.147).
2289,gure1255,GB409_5,1,"Brasch 1975: 145, 147",ERG marker -bo applies to human full NPs only (p.145: 'ERGATIVE — human nouns and (some) pronouns'). Non-human NPs take nominative-absolutive per case marking hierarchy (p.147).
2290,gure1255,GB409_6,1,Brasch 1975: 16-17,No tense/aspect-based split documented. Source OCR quality limits direct verification.
2291,gure1255,GB409_7,1,Brasch 1975: 16-17,No tense/aspect-based split documented.
2292,gure1255,GB409_8,1,Brasch 1975: 16-17,No tense-based split documented.
2293,gure1255,GB409_9,1,Brasch 1975: 16-17,No tense-based split documented.
2294,gure1255,GB409_10,1,Brasch 1975: 16-17,No mood-based split documented.
2295,gure1255,GB409_11,1,Brasch 1975: in passim (typological inference),Typological inference for Pama-Nyungan; direct evidence unavailable due to OCR quality of source scan. Value is inferred.
2296,gure1255,GB409_12,1,Brasch 1975: 16-17,No realis/irrealis split documented.
2297,gure1255,GB409_13,1,Brasch 1975: in passim (typological inference),Typological inference for Pama-Nyungan; direct evidence unavailable due to OCR quality of source scan. Value is inferred.
2298,gure1255,GB409_14,1,Brasch 1975: 16-17,All documented A arguments (agentive actors) take ERG -bo.
2299,gure1255,GB409_15,?,,
2300,gure1255,GB409_16,1,Brasch 1975: 16-17,No topicality split documented.
2301,gure1255,GB409_17,?,,
2302,gure1255,GB409_18,1,"Brasch 1975: 145, 147","Animate/human NPs take ERG -bo; confirmed by case hierarchy table (p.145, 147)."
2303,gure1255,GB409_19,0,Brasch 1975: 147,Case marking hierarchy table (p.147) explicitly shows NP[-hum] (non-human) in A position does NOT take ERG; they appear in the NOM column. ERG is restricted to human NPs and pronouns.
2304,gure1255,GB409_20,1,Brasch 1975: 16-17,Main clause transitive examples throughout the grammar show ERG marking.
2305,gure1255,GB409_21,?,,
2306,gure1255,GB409_22,1,"Brasch 1975: 145, 147","The humanness-based conditioning (human NPs take ERG, non-human NPs take NOM-ABS) constitutes an additional conditioning factor beyond the basic transitive A function."
2307,gure1255,GB409_23,0,Brasch 1975: 220,ERG = -bo; no evidence of ERG=GEN syncretism in available readable sections of source.
2308,gure1255,GB409_24,0,Brasch 1975: 220,"Comparative chapter (p.220) confirms comitative = -gu, distinct from ERG -bo."
2309,guru1261,GB409_1,0,"Glover, 1974, pp. 70-74",
2310,guru1261,GB409_2,1,"Glover, 1974, pp. 82, 85",
2311,guru1261,GB409_3,1,"Glover, 1974, pp. 85, 30",
2312,guru1261,GB409_4,1,"Glover, 1974, p. 213",
2313,guru1261,GB409_5,1,"Glover, 1974, p. 213",
2314,guru1261,GB409_6,1,"Glover, 1974, pp. 77-78",
2315,guru1261,GB409_7,1,"Glover, 1974, pp. 77, 82-83",
2316,guru1261,GB409_8,1,"Glover, 1974, pp. 77-83",
2317,guru1261,GB409_9,1,"Glover, 1974, pp. 77-78",
2318,guru1261,GB409_10,1,"Glover, 1974, p. 213",
2319,guru1261,GB409_11,1,"Glover, 1974, p. 85",
2320,guru1261,GB409_12,1,"Glover, 1974, p. 213",
2321,guru1261,GB409_13,1,"Glover, 1974, pp. 74, 77, 122",
2322,guru1261,GB409_14,1,"Glover, 1974, p. 213",
2323,guru1261,GB409_15,1,"Glover, 1974, pp. 30, 74, 77-78",
2324,guru1261,GB409_16,1,"Glover, 1974, p. 213",
2325,guru1261,GB409_17,1,"Glover, 1974, pp. 82-85",
2326,guru1261,GB409_18,1,"Glover, 1974, p. 213",
2327,guru1261,GB409_19,1,"Glover, 1974, pp. 77-78, 83",
2328,guru1261,GB409_20,1,"Glover, 1974, p. 213",
2329,guru1261,GB409_21,1,"Glover, 1974, pp. 71-74",
2330,guru1261,GB409_22,0,"Glover, 1974, pp. 70-78",
2331,guru1261,GB409_23,0,"Glover, 1974, p. 70",
2332,guru1261,GB409_24,0,"Glover, 1974, p. 70",
2333,haka1240,GB409_1,0,"Peterson, 2017, p. 261",
2334,haka1240,GB409_2,1,"Peterson, 2017, p. 272",
2335,haka1240,GB409_3,?,,
2336,haka1240,GB409_4,1,"Peterson, 2017, p. 262",
2337,haka1240,GB409_5,1,"Peterson, 2017, p. 262",
2338,haka1240,GB409_6,?,,
2339,haka1240,GB409_7,1,"Peterson, 2017, p. 262",
2340,haka1240,GB409_8,1,"Peterson, 2017, p. 262",
2341,haka1240,GB409_9,?,,
2342,haka1240,GB409_10,1,"Peterson, 2017, p. 262",
2343,haka1240,GB409_11,?,,
2344,haka1240,GB409_12,1,"Peterson, 2017, p. 262",
2345,haka1240,GB409_13,?,,
2346,haka1240,GB409_14,1,"Peterson, 2017, p. 262",
2347,haka1240,GB409_15,?,,
2348,haka1240,GB409_16,1,"Peterson, 2017, p. 262",
2349,haka1240,GB409_17,?,,
2350,haka1240,GB409_18,1,"Peterson, 2017, p. 262",
2351,haka1240,GB409_19,?,,
2352,haka1240,GB409_20,1,"Peterson, 2017, p. 262",
2353,haka1240,GB409_21,?,,
2354,haka1240,GB409_22,?,,
2355,haka1240,GB409_23,?,,
2356,haka1240,GB409_24,1,"Peterson, 2017, p. 261",
2357,hida1246,GB409_1,0,"Park, 2012, p. 427 y 372",
2358,hida1246,GB409_2,1,"Park, 2012, p. 234",Acá se ve que es una lengua activo-estativa pero dependiendo de ciertos contextos pragmáticos sí podría haber ergatividad.
2359,hida1246,GB409_3,1,"Park, 2012, p. 234",Acá se ve que es una lengua activo-estativa pero dependiendo de ciertos contextos pragmáticos sí podría haber ergatividad.
2360,hida1246,GB409_4,1,"Park, 2012, p. 234 y 41","parece que hay alternancia para enfatizar del uso de la marca -rí, depende del contexto pragmático"
2361,hida1246,GB409_5,1,"Park, 2012, p. 373","Depende del contexto pragmático, la marca de ergatividad parecería usarse para hace énfasis."
2362,hida1246,GB409_6,1,"Park, 2012, p. 18",
2363,hida1246,GB409_7,1,"Park, 2012, p. 427 y 372",
2364,hida1246,GB409_8,1,"Park, 2012, p. 427 y 372",
2365,hida1246,GB409_9,1,"Park, 2012, p. 427 y 372",
2366,hida1246,GB409_10,1,"Park, 2012, p. 427 y 372",
2367,hida1246,GB409_11,1,"Park, 2012, p. 427 y 372",
2368,hida1246,GB409_12,1,"Park, 2012, p. 427 y 372",
2369,hida1246,GB409_13,1,"Park, 2012, p. 427 y 372",
2370,hida1246,GB409_14,1,"Park, 2012, p. 41","""-ri"" se usa para identificar A en una cláusula transitiva"
2371,hida1246,GB409_15,1,"Park, 2012, p. 41",
2372,hida1246,GB409_16,0,"Park, 2012, p. 403",El marcador ergativo se omite si el agente es claramente más definido/tópico que el objeto
2373,hida1246,GB409_17,1,"Park, 2012, p. 403",
2374,hida1246,GB409_18,1,"Park, 2012, p. 402",
2375,hida1246,GB409_19,1,"Park, 2012, p. 402",
2376,hida1246,GB409_20,1,"Park, 2012",
2377,hida1246,GB409_21,?,,
2378,hida1246,GB409_22,1,"Park, 2012, p. 373","La ergatividad en los NPs no es obligatoria, sirve para desambiguar a nivel pragmático"
2379,hida1246,GB409_23,0,"Park, 2012, p. 362, 396 y 521",Ergativo -rí vs Genitivo ida-/mada-
2380,hida1246,GB409_24,0,"Park, 2012, p. 396 y 521",Ergativo -rí vs Instrumental/Comitativo -hdaa/ii-/áàbi
2381,hind1269,GB409_1,0,"Koul, 2009, p. 199",No hay una marca como tal de absolutivo
2382,hind1269,GB409_2,1,"Koul, 2009, p. 76",
2383,hind1269,GB409_3,1,"Koul, 2009, p. 76",
2384,hind1269,GB409_4,1,"Koul, 2009, p. 76 y 97",
2385,hind1269,GB409_5,1,"Koul, 2009, p. 76",
2386,hind1269,GB409_6,0,"Koul, 2009, p. 106-108",
2387,hind1269,GB409_7,1,"Koul, 2009, p. 37, 106 y 114",En participio perfectivo
2388,hind1269,GB409_8,1,"Koul, 2009, p. 37",
2389,hind1269,GB409_9,1,"Koul, 2009, p. 105 y 115","""Hindi has six tenses: present, past, future, present perfect, habitual past, and past perfect (Koul, 2009, p. 105)"
2390,hind1269,GB409_10,1,"Koul, 2009, p. 38",
2391,hind1269,GB409_11,?,"Koul, 2009, p. 115",En presumtivo-perfectivo
2392,hind1269,GB409_12,1,"Koul, 2009, p. 37 y 115",
2393,hind1269,GB409_13,1,"Koul, 2009, p. 193",
2394,hind1269,GB409_14,1,"Koul, 2009, p. 37",
2395,hind1269,GB409_15,1,"Koul, 2009, p. 39",
2396,hind1269,GB409_16,?,,
2397,hind1269,GB409_17,?,,
2398,hind1269,GB409_18,1,"Koul, 2009, p. 37",
2399,hind1269,GB409_19,?,,
2400,hind1269,GB409_20,1,"Koul, 2009, p. 37",
2401,hind1269,GB409_21,?,,
2402,hind1269,GB409_22,1,"Koul, 2009, p. 215","""certain semantic restrictions, including the selection of their cases (nominative, dative, and ergative subjects), imposed by the choice of verbs and tense""."
2403,hind1269,GB409_23,0,"Koul, 2009, p. 174",
2404,hind1269,GB409_24,0,"Koul, 2009, p. 287",
2405,hual1240,GB409_1,0,Yu 2007: 177-178,The absolutive is zero-marked; the agentive marker le³³ marks only transitive A and Sa (agentive intransitive S).
2406,hual1240,GB409_2,1,Yu 2007: cap. 3,All person/number forms of pronouns have a distinct ergative/agentive form with le³³. Confirmed across all persons.
2407,hual1240,GB409_3,1,Yu 2007: cap. 3,All person/number forms of pronouns have a distinct ergative/agentive form with le³³.
2408,hual1240,GB409_4,1,Yu 2007: cap. 3,All person/number forms of pronouns have a distinct ergative/agentive form with le³³.
2409,hual1240,GB409_5,1,Yu 2007: cap. 3,Full NPs take the agentive marker le³³ in transitive clauses.
2410,hual1240,GB409_6,1,Yu 2007: cap. 5,Ergative/agentive marker le³³ is not restricted by aspect; appears in imperfective contexts.
2411,hual1240,GB409_7,1,Yu 2007: cap. 5,Ergative/agentive marker le³³ appears in perfective contexts.
2412,hual1240,GB409_8,1,Yu 2007: 178,le³³ is present in past tense contexts.
2413,hual1240,GB409_9,1,Yu 2007: 178,le³³ is present in non-past (present/future) contexts.
2414,hual1240,GB409_10,1,Yu 2007: cap. 5,le³³ appears in indicative clauses.
2415,hual1240,GB409_11,1,Yu 2007: cap. 5,le³³ appears in non-indicative moods (imperative/optative). Confirmed from Yu (2007); changed from original annotation '?'→1.
2416,hual1240,GB409_12,1,Yu 2007: cap. 5,le³³ appears in realis contexts.
2417,hual1240,GB409_13,1,Yu 2007: cap. 5,le³³ appears in irrealis contexts.
2418,hual1240,GB409_14,1,Yu 2007: cap. 4,Agentive/volitional A takes le³³ (Sa in active-stative system).
2419,hual1240,GB409_15,0,Yu 2007: cap. 4,"Non-agentive intransitive S (So) takes the absolutive (zero mark), not le³³. The active-stative (split-S) system distinguishes Sa (agentive, takes le³³) from So (non-agentive, takes zero). Non-agentive A is not clearly attested as a distinct class; value 0 reflects the So system."
2420,hual1240,GB409_16,0,Yu 2007: cap. 7,"In the active-stative system, the key distinction is agentivity/control, not topicality. Non-agentive S (So) and O pattern together (absolutive). Topical A does not systematically lose le³³. GB409_16=0 indicates no topicality conditioning on ergative marking."
2421,hual1240,GB409_17,1,Yu 2007: cap. 7,Non-topical A takes le³³ as expected.
2422,hual1240,GB409_18,1,Yu 2007: 178,Animate A takes le³³.
2423,hual1240,GB409_19,?,Yu 2007: in passim,Inanimate A: no clear examples found in Yu (2007) for Central Lisu dialect; inanimate entities rarely appear as transitive agents in the documented corpus. Value uncertain.
2424,hual1240,GB409_20,1,Yu 2007: 178,le³³ appears in main clauses.
2425,hual1240,GB409_21,?,Yu 2007: in passim,Non-main clauses: insufficient documentation in Yu (2007) to confirm or deny ergative marking in subordinate constructions for this dialect.
2426,hual1240,GB409_22,1,Yu 2007: 176,"Ergative alignment is conditioned by the active-stative (split-S) distinction: agentive/volitional Sa takes le³³, non-agentive So takes zero. This semantic/agentivity conditioning constitutes additional conditioning beyond basic transitivity."
2427,hual1240,GB409_23,0,Yu 2007: cap. 3,The ergative marker le³³ and the genitive marker are distinct.
2428,hual1240,GB409_24,0,Yu 2007: cap. 4,"CORRECTED from original annotation 1→0. Original annotation cited nɛ³³ as both ergative and instrumental, but PDF verification (Yu 2007) confirms that nɛ³³ is the LOCATIVE marker in Central Lisu, not instrumental. The agentive/ergative marker is le³³; the instrumental marker is du³³. ERG≠INST."
2429,huas1242,GB409_1,1,"Kondić, 2012, vol1: p. 132, 253",
2430,huas1242,GB409_2,1,"Kondić, 2012, vol1: p. 250, vol2: 125",
2431,huas1242,GB409_3,1,"Kondić, 2012, vol1: p. 270, vol2: p. 125",
2432,huas1242,GB409_4,1,"Kondić, 2012, vol1: p. 273, vol2: p. 125",
2433,huas1242,GB409_5,1,"Kondić, 2012, vol1: p. 250-273, vol2: p. 125",
2434,huas1242,GB409_6,1,"Kondić, 2012, vol1: p. 247",
2435,huas1242,GB409_7,1,"Kondić, 2012, vol1: p. 253",
2436,huas1242,GB409_8,1,"Kondić, 2012, vol1: p. 246, 250, vol2: p. 14",
2437,huas1242,GB409_9,1,"Kondić, 2012, vol1: p. 247",
2438,huas1242,GB409_10,1,"Kondić, 2012, vol1: p. 250",
2439,huas1242,GB409_11,?,,
2440,huas1242,GB409_12,1,"Kondić, 2012, vol1: p. 246, 250",
2441,huas1242,GB409_13,1,"Kondić, 2012, vol1: p. 14, 18",
2442,huas1242,GB409_14,1,"Kondić, 2012, vol1: p. 250-273",
2443,huas1242,GB409_15,0,"Kondić, 2012, vol1: p. 250-273",
2444,huas1242,GB409_16,1,"Kondić, 2012, vol1: p. 250-273",
2445,huas1242,GB409_17,0,"Kondić, 2012, vol1: p. 250-273",
2446,huas1242,GB409_18,1,"Kondić, 2012, vol1: p. 250-273",
2447,huas1242,GB409_19,0,"Kondić, 2012, vol1: p. 250-273",
2448,huas1242,GB409_20,1,"Kondić, 2012, vol1: p. 250-273",
2449,huas1242,GB409_21,0,"Kondić, 2012, vol1: p. 250-273, vol2: p.14-18",
2450,huas1242,GB409_22,1,"Kondić, 2012, vol2: p.117","""El HSF tiene un sistema de marcado de personas bastante particular en comparación con otras lenguas mayas: las lenguas del grupo huasteca utilizan tres juegos diferentes de marcas de personas, y no dos como en las otras lenguas mayas. El sistema de marcado de personas en HSF no es un sistema ergativo típico, sino que reúne a un sistema inverso. Las lenguas huastecanas han desarrollado un sistema inverso atípico; estas lenguas son las únicas lenguas mayas que codifican el acuerdo transitivo de las personas de esta manera. Zavala (1993) publicó un extenso estudio de este problema""."
2451,huas1242,GB409_23,0,"Kondić, 2012, vol1: p. 264",
2452,huas1242,GB409_24,0,"Kondić, 2012, vol1: p. 407",
2453,huli1244,GB409_1,?,,
2454,huli1244,GB409_2,1,"Lomas, 1988, p. 119","la marca suele ser -me, pero en casos de realación cercana (parentesco) cambia a -handa."
2455,huli1244,GB409_3,1,"Lomas, 1988, p. 178",
2456,huli1244,GB409_4,1,"Lomas, 1988, p. 85, 188","la marca suele ser -me, pero en casos de realación cercana (parentesco) cambia a -handa."
2457,huli1244,GB409_5,1,"Lomas, 1988, p. 119, 85, 178",
2458,huli1244,GB409_6,?,,
2459,huli1244,GB409_7,1,"Lomas, 1988, p. 169",
2460,huli1244,GB409_8,1,"Lomas, 1988, p. 208",
2461,huli1244,GB409_9,1,"Lomas, 1988, p. 152",
2462,huli1244,GB409_10,1,"Lomas, 1988, p. 119",
2463,huli1244,GB409_11,1,"Lomas, 1988, p. 183",
2464,huli1244,GB409_12,1,"Lomas, 1988, p. 152",
2465,huli1244,GB409_13,?,,
2466,huli1244,GB409_14,1,"Lomas, 1988, p. 119, 198",
2467,huli1244,GB409_15,?,,
2468,huli1244,GB409_16,1,"Lomas, 1988, p. 208",
2469,huli1244,GB409_17,?,,
2470,huli1244,GB409_18,1,"Lomas, 1988, p. 119",
2471,huli1244,GB409_19,?,,
2472,huli1244,GB409_20,1,"Lomas, 1988, p. 85, 188",
2473,huli1244,GB409_21,?,,
2474,huli1244,GB409_22,1,"Lomas, 1988, p. 188",Las marcas pueden cambiar según la relación con la persona de la que se está hablando en 3p.
2475,huli1244,GB409_23,?,,
2476,huli1244,GB409_24,0,"Lomas, 1988, p. 370",
2477,hunz1247,GB409_1,0,"Van den Berg, 1995",
2478,hunz1247,GB409_2,0,"Van den Berg, 1995",
2479,hunz1247,GB409_3,0,"Van den Berg, 1995",
2480,hunz1247,GB409_4,1,"Van den Berg, 1995, p. 42",
2481,hunz1247,GB409_5,1,"Van den Berg, 1995, p. 42","Ergative case suffix -l/-lo on full NPs: oz-di-l 'boy-OBL-ERG', wesa-l-lo 'shepherd-OBL-ERG' (section 3.4.2). Previously miscoded as 0."
2482,hunz1247,GB409_6,1,"Van den Berg, 1995, p. 111",
2483,hunz1247,GB409_7,1,"Van den Berg, 1995, p. 107",
2484,hunz1247,GB409_8,1,"Van den Berg, 1995, p. 107",
2485,hunz1247,GB409_9,0,"Van den Berg, 1995, p. 84-86",
2486,hunz1247,GB409_10,1,"Van den Berg, 1995, p. 107-109",
2487,hunz1247,GB409_11,0,"Van den Berg, 1995",
2488,hunz1247,GB409_12,1,"Van den Berg, 1995, p. 107-109",
2489,hunz1247,GB409_13,0,"Van den Berg, 1995",
2490,hunz1247,GB409_14,1,"Van den Berg, 1995, p. 107, 122",
2491,hunz1247,GB409_15,0,"Van den Berg, 1995, p. 107, 122",
2492,hunz1247,GB409_16,1,"Van den Berg, 1995, p. 42, 122",
2493,hunz1247,GB409_17,0,"Van den Berg, 1995, p. 42, 122",
2494,hunz1247,GB409_18,1,"Van den Berg, 1995, p. 107",
2495,hunz1247,GB409_19,0,"Van den Berg, 1995",
2496,hunz1247,GB409_20,1,"Van den Berg, 1995, p. 42",
2497,hunz1247,GB409_21,0,"Van den Berg, 1995, p. 42",
2498,hunz1247,GB409_22,0,"Van den Berg, 1995",
2499,hunz1247,GB409_23,0,"Van den Berg, 1995, p. 42",
2500,hunz1247,GB409_24,0,"Van den Berg, 1995, p. 43",
2501,hurr1240,GB409_1,1,"Wegner, 2007, p. 65","sg: nulo pl: -(na), -l(a), -aš"
2502,hurr1240,GB409_2,1,"Wegner, 2007, p. 82-83",
2503,hurr1240,GB409_3,1,"Wegner, 2007, p. 82-83",
2504,hurr1240,GB409_4,1,"Wegner, 2007, p. 82-83",
2505,hurr1240,GB409_5,1,"Wegner, 2007, p. 82-83",
2506,hurr1240,GB409_6,1,"Wegner, 2007",La gramática está en alemán
2507,hurr1240,GB409_7,1,"Wegner, 2007",La gramática está en alemán
2508,hurr1240,GB409_8,1,"Wegner, 2007",La gramática está en alemán
2509,hurr1240,GB409_9,1,"Wegner, 2007",La gramática está en alemán
2510,hurr1240,GB409_10,1,"Wegner, 2007, p. 94",
2511,hurr1240,GB409_11,1,"Wegner, 2007",La gramática está en alemán
2512,hurr1240,GB409_12,1,"Wegner, 2007",La gramática está en alemán
2513,hurr1240,GB409_13,1,"Wegner, 2007",La gramática está en alemán
2514,hurr1240,GB409_14,1,"Wegner, 2007",La gramática está en alemán
2515,hurr1240,GB409_15,1,"Wegner, 2007",La gramática está en alemán
2516,hurr1240,GB409_16,1,"Wegner, 2007",La gramática está en alemán
2517,hurr1240,GB409_17,1,"Wegner, 2007",La gramática está en alemán
2518,hurr1240,GB409_18,1,"Wegner, 2007",La gramática está en alemán
2519,hurr1240,GB409_19,1,"Wegner, 2007",La gramática está en alemán
2520,hurr1240,GB409_20,1,"Wegner, 2007",La gramática está en alemán
2521,hurr1240,GB409_21,1,"Wegner, 2007",La gramática está en alemán
2522,hurr1240,GB409_22,0,"Wegner, 2007",La gramática está en alemán
2523,hurr1240,GB409_23,0,"Wegner, 2007, p. 65-66",
2524,hurr1240,GB409_24,0,"Wegner, 2007, p. 65-66",
2525,iaai1238,GB409_1,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2526,iaai1238,GB409_2,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2527,iaai1238,GB409_3,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2528,iaai1238,GB409_4,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2529,iaai1238,GB409_5,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2530,iaai1238,GB409_6,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2531,iaai1238,GB409_7,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2532,iaai1238,GB409_8,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2533,iaai1238,GB409_9,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2534,iaai1238,GB409_10,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2535,iaai1238,GB409_11,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2536,iaai1238,GB409_12,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2537,iaai1238,GB409_13,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2538,iaai1238,GB409_14,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2539,iaai1238,GB409_15,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2540,iaai1238,GB409_16,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2541,iaai1238,GB409_17,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2542,iaai1238,GB409_18,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2543,iaai1238,GB409_19,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2544,iaai1238,GB409_20,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2545,iaai1238,GB409_21,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
2546,iaai1238,GB409_22,0,"Ozanne-Rivierre 1976:133, 148-149",La gramática está en francés
