Glottocode,Lengua,Familia,Rasgo,Descripción_rasgo,Valor_original,Valor_curado,Comentario
dhar1248,Dharumbal,Pama-Nyungan,GB409_13,Is there ergative alignment of flagging in the irrealis status?,1,?,Realis/irrealis is not a morphological category in Dharumbal. Source: Terrill 2002: in passim
dhar1248,Dharumbal,Pama-Nyungan,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,?,1,No topicality conditioning of ergative marking described or evidenced anywhere in Terrill (2002); consistent ERG system applies to topical A. Source: Terrill 2002: in passim
dhar1248,Dharumbal,Pama-Nyungan,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,?,1,No topicality conditioning; consistent ERG system applies to non-topical A. Source: Terrill 2002: in passim
dhar1248,Dharumbal,Pama-Nyungan,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,1,0,"The 'unknown conditioning' in Terrill §4.1.3 refers to the overt accusative marker -(n)a on human O (object), not to any conditioning of ERG marking on A. The ERG suffix itself is regular and conditioned only by phonology. Source: Terrill 2002: 31"
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_6,Is there ergative alignment of flagging in the imperfective aspect?,?,1,Continuative/imperfective aspect (-pa) co-occurs with ERG marking: yomo'is tyonvitu'yajpa 'The women turn the tortillas' (§2.1.2). No aspect-based split. Source: Engel & Bartholomew 1987: 341 (§2.1.2)
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_9,Is there ergative alignment of flagging in non-past tenses?,?,1,"Present/continuative and future contexts also show ERG -'is. No tense-based split. Source: Engel & Bartholomew 1987: 341, 383"
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,?,1,"ERG -'is applies in subordinate and modal contexts (§11.3, §15.2); participial relative clauses explicitly require -'is on transitive subjects (§15.2.1). Source: Engel & Bartholomew 1987: §11.3, §15.2"
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_13,Is there ergative alignment of flagging in the irrealis status?,?,1,"Future (manba), conditional (oca si), and purpose clauses (va'co) also show ERG -'is on transitive subjects. Source: Engel & Bartholomew 1987: §11.1.4, §11.3.3"
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,?,1,"Causative prefix yac- creates transitive constructions with non-volitional/inanimate causers taking ERG -'is (sava'is = wind-ERG, p.344). ERG applies to non-agentive A. Source: Engel & Bartholomew 1987: 344 (causative constructions)"
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,?,1,No topicality conditioning; ERG applies equally to non-topical A. Source: Engel & Bartholomew 1987: 373
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_21,Is there ergative alignment of flagging in non-main clauses?,?,1,"Participial/relative clauses explicitly documented: 'Si el elemento de relativo es el sujeto del verbo transitivo... se une el sufijo ergativo -'is al verbo' (§15.2.1, p.401). Source: Engel & Bartholomew 1987: 401 (§15.2.1)"
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,?,0,No additional conditioning beyond the person-based split (1st/2nd: verb agreement only; 3rd/NP: nominal suffix -'is). This split is already captured in GB409_2-3. Source: Engel & Bartholomew 1987: 344
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_23,Are the ergative and the genitive expressed by the same marker?,?,1,"ERG suffix -'is also marks possessors (§2.2.1, p.342: 'El sustantivo poseedor lleva el sufijo ergativo'). Explicit ERG=GEN syncretism. Source: Engel & Bartholomew 1987: 342 (§2.2.1)"
fran1266,Francisco León Zoque,Mixe-Zoque,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,?,0,"Instrumental/comitative expressed through postpositions (-pit 'with', -ji'n 'with', §5, pp.356-357), entirely distinct from ERG suffix -'is. Source: Engel & Bartholomew 1987: 356-357"
guan1266,Wobzi Khroskyabs,Trans-Himalayan,GB409_9,Is there ergative alignment of flagging in non-past tenses?,,1,"Ergative alignment is consistent across tense contexts in Wobzi Khroskyabs; no tense-based split is documented in Lai (2017). Source: Lai, 2017"
guan1266,Wobzi Khroskyabs,Trans-Himalayan,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,,1,"Non-indicative moods (imperative/optative) are documented with ergative marking in Lai (2017); no mood-based split found. Source: Lai, 2017"
guan1266,Wobzi Khroskyabs,Trans-Himalayan,GB409_13,Is there ergative alignment of flagging in the irrealis status?,?,1,"Ergative alignment is attested in irrealis contexts in Lai (2017); no realis/irrealis split documented. Source: Lai, 2017"
guan1266,Wobzi Khroskyabs,Trans-Himalayan,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,?,1,"No topicality-based split documented in Lai (2017); ergative applies to non-topical A as expected in a consistent ergative system. Source: Lai, 2017"
guan1266,Wobzi Khroskyabs,Trans-Himalayan,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,?,1,"No animacy-based split documented in Lai (2017); ergative marking attested with inanimate agents. Source: Lai, 2017"
guan1266,Wobzi Khroskyabs,Trans-Himalayan,GB409_20,Is there ergative alignment of flagging in main clauses?,?,1,"Ergative alignment is consistently documented in main clauses throughout Lai (2017). Source: Lai, 2017"
guan1266,Wobzi Khroskyabs,Trans-Himalayan,GB409_21,Is there ergative alignment of flagging in non-main clauses?,?,1,"Ergative marking is documented in subordinate/non-main clauses in Lai (2017). Source: Lai, 2017"
guan1266,Wobzi Khroskyabs,Trans-Himalayan,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,?,1,"The agent-prominence/voice system of Wobzi Khroskyabs constitutes an additional conditioning factor beyond basic transitive A marking, documented in Lai (2017). Source: Lai, 2017"
gure1255,Gureng Gureng,Pama-Nyungan,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,?,1,Typological inference for Pama-Nyungan; direct evidence unavailable due to OCR quality of source scan. Value is inferred. Source: Brasch 1975: in passim (typological inference)
gure1255,Gureng Gureng,Pama-Nyungan,GB409_13,Is there ergative alignment of flagging in the irrealis status?,?,1,Typological inference for Pama-Nyungan; direct evidence unavailable due to OCR quality of source scan. Value is inferred. Source: Brasch 1975: in passim (typological inference)
gure1255,Gureng Gureng,Pama-Nyungan,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,?,0,Case marking hierarchy table (p.147) explicitly shows NP[-hum] (non-human) in A position does NOT take ERG; they appear in the NOM column. ERG is restricted to human NPs and pronouns. Source: Brasch 1975: 147
gure1255,Gureng Gureng,Pama-Nyungan,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,?,1,"The humanness-based conditioning (human NPs take ERG, non-human NPs take NOM-ABS) constitutes an additional conditioning factor beyond the basic transitive A function. Source: Brasch 1975: 145, 147"
gure1255,Gureng Gureng,Pama-Nyungan,GB409_23,Are the ergative and the genitive expressed by the same marker?,?,0,ERG = -bo; no evidence of ERG=GEN syncretism in available readable sections of source. Source: Brasch 1975: 220
gure1255,Gureng Gureng,Pama-Nyungan,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,?,0,"Comparative chapter (p.220) confirms comitative = -gu, distinct from ERG -bo. Source: Brasch 1975: 220"
hual1240,Lisu (Central/Lipo dialect),Sino-Tibetan,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,?,1,le³³ appears in non-indicative moods (imperative/optative). Confirmed from Yu (2007); changed from original annotation '?'→1. Source: Yu 2007: cap. 5
hual1240,Lisu (Central/Lipo dialect),Sino-Tibetan,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,1,?,Inanimate A: no clear examples found in Yu (2007) for Central Lisu dialect; inanimate entities rarely appear as transitive agents in the documented corpus. Value uncertain. Source: Yu 2007: in passim
hual1240,Lisu (Central/Lipo dialect),Sino-Tibetan,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,1,0,"CORRECTED from original annotation 1→0. Original annotation cited nɛ³³ as both ergative and instrumental, but PDF verification (Yu 2007) confirms that nɛ³³ is the LOCATIVE marker in Central Lisu, not instrumental. The agentive/ergative marker is le³³; the instrumental marker is du³³. ERG≠INST. Source: Yu 2007: cap. 4"
kala1399,Kalaallisut,Eskimo-Aleut,GB409_1,Is there an overt marker for the absolutive?,1,0,ABS is zero-marked in the singular (bare stem); plural -t is not a dedicated ABS marker (shared with common plural). No overt ABS case marker. Original annotation of 1 was incorrect. Source: Sadock 2003: 66; Fortescue 1984: §2.1.1.1
kala1399,Kalaallisut,Eskimo-Aleut,GB409_2,Is there ergative alignment of flagging on first person pronouns?,1,0,1st and 2nd person pronouns have a single 'direct case' (DIR) form for all grammatical roles (Sadock §2.11.1.2: 'The first and second person pronouns have only one form for all the direct cases'). No distinct ERG form. Corrected from 1 to 0. Source: Sadock 2003: 66 (§2.11.1.2); Fortescue 1984: §2.1.1.2.2
kala1399,Kalaallisut,Eskimo-Aleut,GB409_3,Is there ergative alignment of flagging on second person pronouns?,1,0,Same as GB409_2: 2nd person pronouns use a single DIR form with no distinct ergative. Corrected from 1 to 0. Source: Sadock 2003: 66 (§2.11.1.2); Fortescue 1984: §2.1.1.2.2
kala1399,Kalaallisut,Eskimo-Aleut,GB409_9,Is there ergative alignment of flagging in non-past tenses?,?,1,ERG marking applies in non-past (including future -ssa-) without conditioning. Source: Sadock 2003: 54; Fortescue 1984: in passim
kala1399,Kalaallisut,Eskimo-Aleut,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,,1,Sadock §9.2.1.6: 'the ergative marks the more agentive term of transitives.' Value filled in from empty cell. Source: Sadock 2003: 57 (§9.2.1.6)
kala1399,Kalaallisut,Eskimo-Aleut,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,?,1,Fortescue §2.1.1.2.2: 'no distinction between agentive/non-agentive.' Even non-agentive subjects of derived transitives retain ERG marking. Source: Fortescue 1984: §2.1.1.2.2; Sadock 2003: §9.2.1.6
kala1399,Kalaallisut,Eskimo-Aleut,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,?,1,Same: topicality does not condition case marking; non-topical A also takes ERG. Source: Fortescue 1984: §1.12; Sadock 2003: §9.2.1
kala1399,Kalaallisut,Eskimo-Aleut,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,?,1,Animacy does not condition ERG marking; inanimate transitive subjects also take -(u)p. Source: Fortescue 1984: §2.1.1.2.2; Sadock 2003: §9.2.1
kala1399,Kalaallisut,Eskimo-Aleut,GB409_21,Is there ergative alignment of flagging in non-main clauses?,?,1,"In subordinate clauses (conjunctive, participial, dependent moods), nominal transitive subjects retain ERG -(u)p. Source: Fortescue 1984: §3.1-3.5; Sadock 2003: §9.3"
kala1399,Kalaallisut,Eskimo-Aleut,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,?,0,"No additional conditioning beyond the core transitive subject function. Person-based split (GB409_2=0, GB409_3=0) is already captured in earlier features. Source: Sadock 2003: in passim; Fortescue 1984: in passim"
kala1399,Kalaallisut,Eskimo-Aleut,GB409_23,Are the ergative and the genitive expressed by the same marker?,?,1,Possessor phrases take the same ERG/relative case -(u)p (Sadock §5.5.3.1; Fortescue §2.1.1.4.6). Explicit ERG=GEN syncretism. Source: Sadock 2003: 28 (§5.5.3.1); Fortescue 1984: §2.1.1.4.6
kara1476,Karajarri,Pama-Nyungan,GB409_1,Is there an overt marker for the absolutive?,?,0,ABS is zero-marked; ERG suffix -lu/-ju is the only core case marker. Confirmed by McKelson Lesson 39-40. Source: McKelson 2004: 39
kara1476,Karajarri,Pama-Nyungan,GB409_2,Is there ergative alignment of flagging on first person pronouns?,?,1,"1SG takes ERG suffix -lu when transitive subject (ngajulu); bare ngaju for intransitive S. Source: McKelson 2004: 11, 39"
kara1476,Karajarri,Pama-Nyungan,GB409_3,Is there ergative alignment of flagging on second person pronouns?,?,1,"2SG nyuntu takes -lu as transitive subject: nyuntulu kawa mayi walipikarti 'You take the tucker' (Lesson 5, p.6). Source: McKelson 2004: 6, 39"
kara1476,Karajarri,Pama-Nyungan,GB409_4,Is there ergative alignment of flagging on third person pronouns?,?,1,"3rd person full NPs take -lu/-ju as transitive subjects: wakalalu jinkanu jurru 'the woman hit the snake' (Lesson 39, p.39). Demonstrative pronouns also take -lu in A role. Source: McKelson 2004: 39"
kara1476,Karajarri,Pama-Nyungan,GB409_5,Is there ergative alignment of flagging on full NPs?,?,1,"Full NPs take ERG suffix -lu (after vowels) / -ju (after consonants): wakalalu (woman-ERG), wilarrju (turtle-ERG). McKelson p.39-40 explicitly explains the rule. Source: McKelson 2004: 39-40"
kara1476,Karajarri,Pama-Nyungan,GB409_8,Is there ergative alignment of flagging in the past tense?,?,1,Past tense examples in Lesson 39-40 show ERG -lu/-ju on transitive subjects (jinkanu = past hit). Source: McKelson 2004: 39
kara1476,Karajarri,Pama-Nyungan,GB409_9,Is there ergative alignment of flagging in non-past tenses?,?,1,No tense-based conditioning of ERG marking documented; -lu/-ju applies across tenses. Source: McKelson 2004: 39-40
kara1476,Karajarri,Pama-Nyungan,GB409_10,Is there ergative alignment of flagging in the indicative mood?,?,1,All declarative/indicative examples show ERG marking on transitive A. Source: McKelson 2004: 39
kara1476,Karajarri,Pama-Nyungan,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,?,1,"All documented A arguments (woman, turtle, person) are agentive and take ERG -lu/-ju. Source: McKelson 2004: 5-6, 39"
kara1476,Karajarri,Pama-Nyungan,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,?,1,"All ERG-marked A arguments in examples are animate (woman, turtle, people). Source: McKelson 2004: 39"
kara1476,Karajarri,Pama-Nyungan,GB409_20,Is there ergative alignment of flagging in main clauses?,?,1,All ergative examples occur in main clauses; ERG -lu/-ju consistently applies. Source: McKelson 2004: 39
kara1476,Karajarri,Pama-Nyungan,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,?,0,McKelson (p.39) states: 'lu and ju indicate an object-affecting subject' — a simple categorical rule with no additional conditioning mentioned. Source: McKelson 2004: 39
kara1476,Karajarri,Pama-Nyungan,GB409_23,Are the ergative and the genitive expressed by the same marker?,?,0,"Genitive/possessive = -kura (Lesson 7, p.8: japulukura 'father's'). Entirely distinct from ERG -lu/-ju. Source: McKelson 2004: 8"
kara1476,Karajarri,Pama-Nyungan,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,?,0,"Comitative = pari 'with' (Lesson 14, p.15: warnku pari 'with money'). Entirely distinct from ERG -lu/-ju. Source: McKelson 2004: 14-15"
nucl1302,Georgian,Kartvelian,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,0,1,"Non-agentive A takes ergative marking in Series II. Hewitt (1990, pp.187-189) provides multiple examples of inanimate/abstract agents with no volitional control taking the ergative case: sun-ERG (dried the field), sweat-ERG (penetrated the shirt), pleasure-ERG (made me dizzy), God-ERG (let you grow old), illness-ERG (weakened the man’s knees). These are Series II constructions and therefore take the ergative. Original annotation (value=0) was a coding error directly contradicted by the examples cited in the same comment. Source: Hewitt:1990, 187-189"
